,Inhalt
1369,504.19231303784085
1370,500.30349538534085
1371,501.45363610790224
1372,503.17248088640025
1373,502.6395888716516
1374,500.55099004056916
1375,504.32793167828527
1376,501.70023751855126
1377,502.09444351225375
1378,502.6572274855309
1379,502.0243698473215
1380,503.90747951712615
1381,501.6591554589903
1382,501.7921126032355
1383,502.198419982894
1384,501.7063110116306
1385,501.9609633269229
1386,502.8490217342874
1387,502.66727024025477
1388,500.60301847351275
1389,502.617628381887
1390,502.292322703559
1391,500.47578077321157
1392,500.72806600049444
1393,503.84634461822736
1394,500.3419814804754
1395,500.31476435509296
1396,502.5848327638739
1397,503.00701973121954
1398,501.5256473412888
1399,504.3366774829702
1400,501.9277157316202
1401,499.95324098652833
1402,500.3689554171531
1403,503.660713370655
1404,501.8256876322922
1405,499.8214995094295
1406,501.5037510678021
1407,501.8752633552811
1408,502.20312173114024
1409,503.6880411238906
1410,503.4850488864582
1411,503.1095087486869
1412,501.815838362995
1413,502.06598639167936
1414,504.03236463903824
1415,499.4832920450126
1416,497.60972581355344
1417,503.6120123877492
1418,503.25848356077256
1419,502.5312664404361
1420,502.63734519646107
1421,503.3675592466785
1422,500.87583545641706
1423,503.5920211505367
1424,502.98901617390675
1425,500.74725945605303
1426,500.871340396232
1427,499.3017235968732
1428,502.17996547170486
1429,502.57867828144623
1430,502.03396591361536
1431,502.83744210451266
1432,500.82582621481214
1433,503.68612146860426
1434,502.0004252569291
1435,501.4803147028678
1436,504.7767075671543
1437,502.58546491226315
1438,499.6375679020198
1439,499.1190690144066
1440,502.06453178915757
1441,501.9310422270189
1442,502.78221280850767
1443,503.63790993598604
1444,500.14010167057177
1445,498.35304493029173
1446,503.45134204192686
1447,501.4622957410882
1448,503.461881010826
1449,501.08123273036034
1450,502.20830521552347
1451,506.4072959014252
1452,503.2276827972827
1453,503.3043027204782
1454,502.2378500808512
1455,503.7064978707261
1456,502.0888320482796
1457,503.8932186867611
1458,500.7034228507429
1459,497.74717235364506
1460,503.7656945248196
1461,501.77837647861054
1462,503.25300404267574
1463,501.27251577089135
1464,502.4810974965536
1465,504.3238824481002
1466,500.7696284182631
1467,501.45523618449647
1468,501.3537608010454
1469,500.52063164316866
1470,504.89423141977755
1471,503.85796250619336
1472,503.49716592553295
1473,501.95804838199354
1474,499.0286880741568
1475,502.6932859152834
1476,500.8692347639031
1477,500.91525766957534
1478,501.9877393768454
1479,503.1350125743806
1480,500.42903947785607
1481,503.57099618064206
1482,500.95319739512377
1483,499.7213745459297
1484,501.9670026579147
1485,504.28805234712667
1486,502.1759579303237
1487,503.8566733416471
1488,499.2489368155335
1489,501.30363636039726
1490,500.68560630545875
1491,499.78914669770074
1492,500.92524675621274
1493,502.2499468778131
1494,504.59653000384196
1495,501.3747664302433
1496,501.2593218453417
1497,503.63850359087195
1498,497.71069928526936
1499,502.2433474234036
1500,503.41819479892354
1501,503.9342043698881
1502,504.94158841915737
1503,503.9065535602994
1504,500.97839728384537
1505,502.1016084257984
1506,504.0395112112572
1507,501.0762297331615
1508,501.00123449353
1509,501.4571622236031
1510,502.2450455966218
1511,502.21968961152487
1512,499.03402552012375
1513,501.31959133800416
1514,502.5096762479864
1515,503.04490364341285
1516,500.2551215107159
1517,502.9085602460452
1518,504.6305196937655
1519,502.31101896552764
1520,500.4233073304163
1521,498.68830667828695
1522,503.7444158979893
1523,501.3321783603658
1524,503.1873668474212
1525,500.1979215246391
1526,502.187820202006
1527,498.24123707695315
1528,500.7741911686097
1529,500.7444748497777
1530,500.5181268762572
1531,500.4341493596113
1532,500.2985239432977
1533,501.3551237000384
1534,499.299075465706
1535,502.1020429403814
1536,501.11406950861345
1537,503.937110546206
1538,504.84856289375654
1539,498.45412554425275
1540,502.4532828833637
1541,501.9024707817479
1542,503.98982660233895
1543,502.89965554813375
1544,502.86881887118636
1545,505.78385844114774
1546,503.0014924351856
1547,503.0550881311263
1548,501.34313404871534
1549,501.45032777578734
1550,504.82123969418296
1551,502.9934173932774
1552,502.46121692765325
1553,502.54027454479433
1554,501.3876521376368
1555,500.06597365044445
1556,500.89836437458484
1557,501.15479255816643
1558,505.31024913382356
1559,500.45662404228574
1560,502.4396436306606
1561,502.10511864465036
1562,501.30299477771575
1563,501.67873290570805
1564,500.37749134295325
1565,500.7458294222347
1566,501.1969969924941
1567,501.24857720876076
1568,499.871337290829
1569,503.7452257953073
1570,501.9069327266624
1571,502.87895236769407
1572,502.73961646931366
1573,501.71909370896304
1574,504.1428600448179
1575,500.2783844220545
1576,501.75204178847633
1577,501.1919824793834
1578,500.8200562401605
1579,499.58527207184903
1580,502.75650883691986
1581,501.93665898041087
1582,498.10418550099894
1583,503.9117079671925
1584,499.98017186427364
1585,501.6415243931724
1586,501.13770321737127
1587,503.14384685864763
1588,500.7645931693826
1589,503.00759570536565
1590,503.6118667601327
1591,500.3819101749631
1592,502.574203804032
1593,501.8351892024148
1594,502.35107681414434
1595,503.1603844618749
1596,504.1227163531932
1597,500.0503013800328
1598,499.4677910448661
1599,500.5752022460119
1600,500.84109357822115
1601,502.17962373551813
1602,502.82765972058303
1603,504.0403855507601
1604,502.1178255244605
1605,501.15731436951523
1606,505.6424067866035
1607,500.9054507464581
1608,499.3555394983072
1609,499.4579973802271
1610,499.38521152228617
1611,500.89359869251723
1612,502.6250194578665
1613,501.81950345890897
1614,500.91140951434517
1615,503.5544492577118
1616,502.84142252613356
1617,500.0134915753307
1618,503.04942506084393
1619,505.3191611929907
1620,504.2633627415256
1621,503.6269882552235
1622,504.60632542271213
1623,499.93203682089387
1624,504.7184116825059
1625,501.3954224234181
1626,501.126773255957
1627,501.02048963824376
1628,503.12010138159667
1629,501.5218730429546
1630,504.4667772471017
1631,502.77774199139014
1632,503.18073721706725
1633,502.1780929520246
1634,501.6364968942012
1635,501.2889286283529
1636,499.00441375161796
1637,500.7709860637204
1638,502.3174923435323
1639,501.1136636547977
1640,501.82920649708956
1641,500.17629916671143
1642,501.85336027429344
1643,498.2250501695583
1644,502.6781390127372
1645,499.4545899926213
1646,501.26784795414125
1647,499.79098659027596
1648,504.82735589363557
1649,505.82305454046605
1650,501.42096111022363
1651,502.685544035564
1652,501.75956595941835
1653,501.0633334866581
1654,501.01471863343914
1655,502.0037225522186
1656,501.71555008349156
1657,503.2535207987388
1658,503.4204764078662
1659,500.6759716023981
1660,505.38777146558033
1661,497.54803926304277
1662,502.11695542729325
1663,502.3881075974343
1664,502.5645922655806
1665,501.13115944533706
1666,502.0947353914772
1667,501.49927726924676
1668,500.93551259124166
1669,500.70117074870495
1670,502.26189424331614
1671,502.71964225936125
1672,500.6218276451684
1673,500.31987272521775
1674,501.3173424852951
1675,501.88206786129666
1676,504.64526660560324
1677,500.68680687079194
1678,503.6882820308095
1679,503.77114129329175
1680,505.4141382383215
1681,501.6179134820406
1682,506.01101331434455
1683,501.5449017525408
1684,501.26719377379953
1685,501.9815401075855
1686,501.2317012112996
1687,499.401107424234
1688,500.0257929745927
1689,502.6887786899938
1690,503.2483172193934
1691,501.18109526449433
1692,498.374991221119
1693,503.60142009955325
1694,502.3660798674701
1695,499.2717740829254
1696,502.2171185689994
1697,500.3585814344691
1698,502.54800445140864
1699,503.92657532008195
1700,504.3275108968864
1701,501.07756818842273
1702,503.1913610193196
1703,500.14496230148706
1704,505.7089570339292
1705,501.8249971620104
1706,504.46544092887325
1707,501.1484872397285
1708,502.3973958644958
1709,501.16762316171327
1710,502.78011838630283
1711,504.2824413558094
1712,501.9960586920806
1713,501.97451161495513
1714,501.6212904292127
1715,501.6968359154993
1716,501.1875249244877
1717,503.25026352271186
1718,503.7575800300786
1719,500.98037385832504
1720,502.2947283881834
1721,505.0025339786063
1722,501.97228449483055
1723,505.5620088405796
1724,503.05524324559906
1725,503.0799243957879
1726,501.71181286328584
1727,503.22444553823345
1728,502.6455414106436
1729,502.9023990930034
1730,501.5016171691746
1731,503.97226730803504
1732,503.0108615604971
1733,500.5266410561529
1734,499.9931428002233
1735,501.90540965144623
1736,506.1064729481611
1737,500.8278757553342
1738,501.53533478374436
1739,502.76036587579773
1740,499.8058178787809
1741,503.5008454831587
1742,504.6897717413077
1743,497.8219261042828
1744,502.04975773386525
1745,503.4621385347136
1746,504.07571439273397
1747,500.9719489746254
1748,502.5973475376785
1749,499.4024960500425
1750,501.9683200950996
1751,504.19253953194897
1752,505.28934871237504
1753,501.5126310761823
1754,502.8304149574906
1755,501.5056653824858
1756,501.9214819508252
1757,503.87817462415285
1758,502.4796032618517
1759,501.1245359839019
1760,503.8015475304741
1761,499.74213640206085
1762,501.7050244484192
1763,501.05904978972825
1764,502.9407816435375
1765,499.52185724546223
1766,500.672326509589
1767,504.3443070138731
1768,502.33412884490343
1769,503.5968278051141
1770,501.55104683037786
1771,503.2535875511422
1772,500.1189637739391
1773,502.47790042993284
1774,503.5359208185703
1775,501.25805986725516
1776,504.0731799381418
1777,502.4585481348615
1778,502.73847320577255
1779,500.465720626473
1780,503.1021448646484
1781,503.6418007109405
1782,502.4937642883002
1783,499.97064241364643
1784,504.54500300781666
1785,501.978197264841
1786,502.02720242136996
1787,498.4590858093387
1788,503.2183061444513
1789,501.7997096582449
1790,499.6438199023063
1791,499.34558766601396
1792,501.6714099638414
1793,505.61488245077646
1794,503.08431072885446
1795,503.7979796266217
1796,501.58887049305423
1797,502.78991859452924
1798,500.8087966848616
1799,501.26585913562866
1800,501.5053290508312
1801,502.5837996326568
1802,503.74404399819326
1803,500.2333962442707
1804,502.797433423061
1805,502.7396582369851
1806,502.03237368434816
1807,497.8302619167935
1808,500.11274382030183
1809,503.20347192924834
1810,504.0277193476137
1811,501.37479922669974
1812,499.6005956804219
1813,502.77803324477964
1814,499.5104421774943
1815,501.2537135855306
1816,499.523719735672
1817,499.98616790419294
1818,504.6132303990689
1819,502.2101762623639
1820,501.40305994134735
1821,502.67624119551715
1822,499.4692568518836
1823,500.30180484451313
1824,504.4402767781667
1825,501.3520168534449
1826,500.04020875226144
1827,503.89369152347643
1828,500.54462076860204
1829,501.7608864152683
1830,502.39036381112356
1831,502.5527670867967
1832,501.1323644673538
1833,501.0872966322084
1834,500.6378354302523
1835,502.41295857782507
1836,500.8849225702834
1837,502.43525906356774
1838,503.3248812118906
1839,503.34586948380775
1840,503.73410999714
1841,500.20059260235496
1842,499.32962822736124
1843,500.75231995072465
1844,499.9575658823416
1845,498.47679381411484
1846,503.68989808141697
1847,501.23491813079204
1848,501.5468326921359
1849,504.5443641924343
1850,503.13953086276274
1851,504.5189543980355
1852,502.5700151947694
1853,499.0115172916578
1854,502.91056235762574
1855,505.6148768172926
1856,501.4607352144421
1857,503.33986331797166
1858,504.6621275795773
1859,500.7975396864167
1860,502.4556481494005
1861,503.9440165184081
1862,499.11974628266506
1863,501.13648087663114
1864,502.38818439113163
1865,502.8344165873995
1866,502.240834241163
1867,502.8202796282386
1868,501.87696784850914
1869,501.66191070081686
1870,505.22837672516516
1871,499.9286242379082
1872,499.5555818639816
1873,502.53370776821384
1874,504.79431973691123
1875,500.81690970696457
1876,502.0233791296497
1877,503.42828209773756
1878,501.6681146813762
1879,500.4216344404377
1880,503.7345494623679
1881,503.41768584745654
1882,503.6903235775136
1883,502.2451102624116
1884,499.5258759217455
1885,502.4756983251444
1886,503.55761002829996
1887,503.10629292100657
1888,503.5474305250141
1889,499.6508156112837
1890,500.73313319937
1891,500.84728550465087
1892,500.1414389819124
1893,503.3830387461094
1894,499.0722329345725
1895,501.14123077636845
1896,502.1030231074557
1897,501.287564523024
1898,500.0742604909123
1899,501.4038512149207
1900,500.74898118512795
1901,503.04899369269305
1902,502.6912982642296
1903,503.72741436177614
1904,499.52300727962705
1905,501.80269929554265
1906,502.87191862133994
1907,504.734510557492
1908,503.15019671556945
1909,503.9099842926138
1910,502.24264838747285
1911,500.78974080537927
1912,503.0532730458982
1913,498.2062978950609
1914,499.18180163126146
1915,502.660454081494
1916,501.89680735539173
1917,501.4308935114804
1918,500.5940687737786
1919,502.80273540210885
1920,503.0289085456211
1921,500.3564825783197
1922,503.0539969536371
1923,501.7861298805986
1924,502.98113399283216
1925,502.7914131511187
1926,502.84506169327403
1927,502.0410304989846
1928,503.40482565781286
1929,503.88082359359754
1930,501.9031214526569
1931,503.296656200906
1932,501.8597180742498
1933,499.93204419467423
1934,498.9575126282932
1935,501.37166466908405
1936,498.3707067392125
1937,499.99711657829215
1938,502.64689032231047
1939,502.9654062423734
1940,499.9216282114306
1941,499.3044792627109
1942,501.5449929378818
1943,501.7171232490716
1944,502.5432903872442
1945,505.5082052891426
1946,504.89297225790216
1947,500.00358665076214
1948,500.8816901592287
1949,501.3891671110169
1950,503.45547745472766
1951,503.68761087347343
1952,503.4016890816953
1953,502.2891700297738
1954,500.876637080304
1955,501.6577439753855
1956,501.6755309176006
1957,501.2492616643528
1958,501.97755496711517
1959,501.45025263676337
1960,501.7410423466768
1961,500.0617830546155
1962,501.5436854183899
1963,503.68968004054915
1964,499.68682426041124
1965,502.39338947500414
1966,502.30365895981316
1967,503.6439432006743
1968,501.6600743648763
1969,503.7312792400332
1970,500.7998080756766
1971,501.04143877337196
1972,501.81964643720033
1973,502.05464818203376
1974,499.55347768458455
1975,501.58224465511324
1976,499.4533730835123
1977,503.61111376886123
1978,501.85353853631653
1979,500.81718093646515
1980,499.28820655737763
1981,501.6303711396076
1982,501.6092857184436
1983,501.19687551885954
1984,499.16626312373626
1985,501.0378426792566
1986,499.9569910393531
1987,506.3309085971725
1988,499.8671470950384
1989,504.7869982804018
1990,500.67324320032554
1991,505.000933370728
1992,502.8115065356821
1993,500.4511680271341
1994,499.35176389654976
1995,503.128582736263
1996,503.3102124878058
1997,502.45352112740653
1998,501.9038803845112
1999,502.893678628004
