TransactionID;Date;Time;CustomerID;Age;Gender;Location;StoreID;OnlineOrderFlag;ProductID;ProductName;Category;Quantity;UnitPrice;TotalPrice;PaymentType;PromotionApplied;DiscountAmount;Total Sales;GiftWrap;ShippingMethod;DeliveryTime;Weather;Event;CustomerSatisfaction;ReturnFlag
1817;30.11.2022;11:15:30;246;20;Male;City_3;62;FALSCH;181;Food_Product;Food;2;99,15787205;198,3157441;Online Payment;FALSCH;0;198,3157441;FALSCH;;;Snowy;None;3;WAHR
1818;23.12.2020;07:11:45;92;29;Other;City_16;22;FALSCH;157;Food_Product;Food;1;64,01234554;64,01234554;Debit Card;WAHR;0;64,01234554;WAHR;;;Snowy;Christmas Market;2;FALSCH
1819;25.11.2021;11:35:28;479;23;Female;City_1;;WAHR;39;Food_Product;Food;1;41,37000866;41,37000866;Cash;FALSCH;4,137000866;37,233007794;WAHR;Overnight;2;Sunny;Black Friday;4;FALSCH
1820;28.11.2023;21:25:13;105;32;Other;City_20;;WAHR;523;Food_Product;Food;3;75,0524106;225,1572318;Cash;FALSCH;22,51572318;202,64150862;FALSCH;Standard;2;Sunny;Black Friday;4;WAHR
1821;13.12.2022;03:04:36;434;27;Male;City_6;;WAHR;927;Food_Product;Food;3;10,69837375;32,09512124;Cash;FALSCH;0;32,09512124;WAHR;Express;2;Rainy;Christmas Market;2;FALSCH
1822;02.11.2023;08:53:45;311;55;Male;City_5;79;FALSCH;336;Toys_Product;Toys;1;11,34465805;11,34465805;Cash;WAHR;1,134465805;10,210192245;WAHR;;;Snowy;Black Friday;3;FALSCH
1823;27.11.2021;13:33:17;320;29;Male;City_15;;WAHR;550;Electronics_Product;Electronics;2;15,90240218;31,80480435;Cash;WAHR;3,180480435;28,624323915;FALSCH;Overnight;5;Rainy;Black Friday;4;FALSCH
1824;25.12.2022;04:10:36;249;70;Male;City_11;;WAHR;707;Toys_Product;Toys;4;56,00865729;224,0346292;Credit Card;WAHR;0;224,0346292;FALSCH;Standard;2;Rainy;Christmas Market;3;WAHR
1825;07.11.2018;11:00:43;437;45;Female;City_11;;WAHR;205;Decorations_Product;Decorations;3;95,74030589;287,2209177;Online Payment;WAHR;0;287,2209177;FALSCH;Overnight;5;Rainy;None;2;FALSCH
1826;11.11.2022;02:55:18;134;55;Female;City_4;;WAHR;458;Decorations_Product;Decorations;1;76,81917928;76,81917928;Cash;WAHR;0;76,81917928;FALSCH;Overnight;2;Snowy;None;3;WAHR
1827;22.12.2018;21:30:37;172;69;Female;City_4;59;FALSCH;118;Toys_Product;Toys;1;92,59832903;92,59832903;Credit Card;WAHR;0;92,59832903;FALSCH;;;Rainy;Christmas Market;4;FALSCH
1828;19.12.2023;23:14:00;146;38;Male;City_20;;WAHR;155;Food_Product;Food;4;29,91000241;119,6400096;Online Payment;WAHR;0;119,6400096;WAHR;Overnight;2;Sunny;None;4;WAHR
1829;04.11.2023;19:38:24;73;54;Female;City_4;;WAHR;72;Toys_Product;Toys;2;91,81729639;183,6345928;Online Payment;FALSCH;18,36345928;165,27113352;WAHR;Standard;2;Rainy;Black Friday;5;WAHR
1830;26.12.2022;23:26:16;43;30;Male;City_17;;WAHR;320;Food_Product;Food;3;12,60440524;37,81321571;Credit Card;FALSCH;0;37,81321571;WAHR;Express;4;Snowy;None;4;FALSCH
1831;02.12.2021;09:02:07;196;54;Other;City_4;;WAHR;280;Food_Product;Food;1;88,57393835;88,57393835;Online Payment;FALSCH;0;88,57393835;FALSCH;Standard;5;Rainy;Christmas Market;5;WAHR
1832;27.11.2023;19:05:05;262;70;Female;City_14;;WAHR;19;Food_Product;Food;3;44,83817017;134,5145105;Online Payment;FALSCH;13,45145105;121,06305945;WAHR;Overnight;5;Sunny;Black Friday;5;WAHR
1833;30.11.2019;13:33:46;225;65;Male;City_19;;WAHR;434;Electronics_Product;Electronics;5;53,77217629;268,8608814;Credit Card;WAHR;0;268,8608814;WAHR;Standard;4;Sunny;Christmas Market;5;WAHR
1834;25.11.2019;11:06:15;281;31;Other;City_8;13;FALSCH;602;Decorations_Product;Decorations;1;36,58553391;36,58553391;Online Payment;FALSCH;3,658553391;32,926980519;FALSCH;;;Sunny;Black Friday;1;FALSCH
1835;22.11.2018;17:06:33;235;27;Female;City_16;97;FALSCH;630;Decorations_Product;Decorations;4;30,01545549;120,061822;Cash;FALSCH;0;120,061822;WAHR;;;Rainy;None;2;FALSCH
1836;25.11.2022;20:15:23;364;65;Female;City_14;60;FALSCH;44;Toys_Product;Toys;4;13,98317483;55,93269933;Credit Card;FALSCH;5,593269933;50,339429397;WAHR;;;Rainy;Black Friday;1;FALSCH
1837;23.11.2019;06:26:29;57;33;Female;City_14;;WAHR;709;Decorations_Product;Decorations;2;56,40640686;112,8128137;Debit Card;FALSCH;11,28128137;101,53153233;FALSCH;Overnight;1;Rainy;Black Friday;3;WAHR
1838;23.11.2023;01:53:00;287;50;Female;City_8;;WAHR;899;Electronics_Product;Electronics;1;12,59578972;12,59578972;Cash;WAHR;1,259578972;11,336210748;WAHR;Express;3;Rainy;Black Friday;5;WAHR
1839;13.12.2019;09:33:06;147;31;Other;City_14;;WAHR;223;Clothing_Product;Clothing;3;50,75673839;152,2702152;Cash;FALSCH;15,22702152;137,04319368;FALSCH;Overnight;2;Snowy;Black Friday;1;WAHR
1840;30.11.2019;02:14:17;236;30;Male;City_13;;WAHR;797;Decorations_Product;Decorations;5;25,38343615;126,9171808;Cash;FALSCH;0;126,9171808;FALSCH;Express;5;Rainy;Christmas Market;1;FALSCH
1841;09.11.2018;07:19:57;356;31;Other;City_20;;WAHR;758;Food_Product;Food;5;80,7166961;403,5834805;Credit Card;FALSCH;40,35834805;363,22513245;WAHR;Standard;2;Rainy;Black Friday;5;FALSCH
1842;23.11.2021;04:29:00;310;44;Female;City_9;;WAHR;221;Electronics_Product;Electronics;2;91,15885698;182,317714;Online Payment;FALSCH;18,2317714;164,0859426;WAHR;Express;4;Rainy;Black Friday;3;FALSCH
1843;07.12.2021;01:25:33;299;31;Other;City_18;;WAHR;393;Decorations_Product;Decorations;3;38,45027998;115,3508399;Online Payment;FALSCH;0;115,3508399;FALSCH;Standard;5;Sunny;Christmas Market;2;FALSCH
1844;30.12.2023;18:29:10;134;49;Female;City_12;;WAHR;447;Decorations_Product;Decorations;4;83,31449562;333,2579825;Cash;WAHR;0;333,2579825;WAHR;Express;4;Sunny;None;5;WAHR
1845;28.12.2023;13:17:24;257;21;Male;City_1;;WAHR;512;Electronics_Product;Electronics;3;96,01753647;288,0526094;Debit Card;FALSCH;0;288,0526094;WAHR;Standard;1;Rainy;Christmas Market;4;FALSCH
1846;23.12.2022;22:03:51;420;36;Female;City_19;;WAHR;776;Toys_Product;Toys;1;97,62306115;97,62306115;Credit Card;FALSCH;9,762306115;87,860755035;FALSCH;Standard;2;Snowy;Black Friday;2;FALSCH
1847;28.12.2022;13:07:39;395;25;Male;City_3;;WAHR;867;Toys_Product;Toys;5;44,42708736;222,1354368;Debit Card;FALSCH;0;222,1354368;WAHR;Express;4;Snowy;Christmas Market;5;FALSCH
1848;09.11.2021;10:32:49;288;57;Other;City_10;;WAHR;805;Clothing_Product;Clothing;2;99,22115292;198,4423058;Online Payment;FALSCH;0;198,4423058;FALSCH;Standard;3;Rainy;Christmas Market;5;FALSCH
1849;08.11.2018;16:59:51;454;57;Male;City_2;44;FALSCH;982;Toys_Product;Toys;2;75,37525873;150,7505175;Online Payment;FALSCH;0;150,7505175;FALSCH;;;Snowy;Christmas Market;3;WAHR
1850;29.11.2020;14:53:44;350;46;Female;City_17;68;FALSCH;961;Decorations_Product;Decorations;1;38,3355809;38,3355809;Credit Card;FALSCH;3,83355809;34,50202281;WAHR;;;Sunny;Black Friday;5;WAHR
1851;27.11.2018;01:58:47;483;48;Other;City_4;15;FALSCH;367;Clothing_Product;Clothing;5;49,50985995;247,5492997;Credit Card;FALSCH;24,75492997;222,79436973;WAHR;;;Sunny;Black Friday;2;WAHR
1852;11.12.2023;18:24:43;334;54;Other;City_12;;WAHR;997;Decorations_Product;Decorations;4;76,68033167;306,7213267;Cash;FALSCH;30,67213267;276,04919403;WAHR;Standard;2;Rainy;Black Friday;5;FALSCH
1853;14.11.2020;11:15:06;349;61;Female;City_10;51;FALSCH;784;Clothing_Product;Clothing;1;66,97034782;66,97034782;Debit Card;FALSCH;6,697034782;60,273313038;FALSCH;;;Snowy;Black Friday;4;FALSCH
1854;04.12.2023;14:53:50;22;26;Other;City_7;;WAHR;546;Decorations_Product;Decorations;5;65,21401547;326,0700773;Debit Card;WAHR;0;326,0700773;FALSCH;Standard;1;Rainy;Christmas Market;4;WAHR
1855;25.12.2020;11:08:35;342;47;Female;City_3;27;FALSCH;759;Toys_Product;Toys;5;20,56066204;102,8033102;Cash;WAHR;10,28033102;92,52297918;FALSCH;;;Snowy;Black Friday;5;FALSCH
1856;08.11.2020;14:05:58;243;45;Female;City_2;;WAHR;320;Electronics_Product;Electronics;5;64,7763379;323,8816895;Debit Card;FALSCH;32,38816895;291,49352055;FALSCH;Standard;2;Sunny;Black Friday;1;FALSCH
1857;25.12.2022;18:01:48;344;32;Other;City_8;;WAHR;193;Clothing_Product;Clothing;2;13,59436742;27,18873485;Online Payment;WAHR;2,718873485;24,469861365;FALSCH;Standard;1;Rainy;Black Friday;5;WAHR
1858;03.12.2023;05:33:12;65;33;Male;City_10;;WAHR;492;Clothing_Product;Clothing;5;78,29282213;391,4641107;Cash;WAHR;0;391,4641107;WAHR;Overnight;4;Snowy;Christmas Market;1;FALSCH
1859;04.12.2021;10:21:11;175;29;Other;City_8;47;FALSCH;91;Toys_Product;Toys;4;45,04908882;180,1963553;Debit Card;WAHR;0;180,1963553;FALSCH;;;Rainy;Christmas Market;2;WAHR
1860;05.12.2019;16:09:03;195;56;Male;City_14;61;FALSCH;30;Decorations_Product;Decorations;5;24,25519129;121,2759565;Debit Card;WAHR;0;121,2759565;WAHR;;;Snowy;Christmas Market;4;FALSCH
1861;30.11.2023;05:10:38;385;66;Male;City_9;;WAHR;419;Food_Product;Food;5;14,60266454;73,01332272;Credit Card;FALSCH;7,301332272;65,711990448;FALSCH;Overnight;3;Rainy;Black Friday;2;FALSCH
1862;25.11.2023;15:06:36;417;23;Male;City_16;;WAHR;606;Food_Product;Food;5;21,216112;106,08056;Credit Card;FALSCH;10,608056;95,472504;WAHR;Overnight;3;Snowy;Black Friday;3;FALSCH
1863;18.12.2020;08:22:25;483;48;Male;City_1;3;FALSCH;533;Clothing_Product;Clothing;3;91,73340749;275,2002225;Credit Card;FALSCH;0;275,2002225;FALSCH;;;Snowy;None;5;FALSCH
1864;08.12.2020;01:21:12;354;53;Female;City_2;;WAHR;169;Decorations_Product;Decorations;1;12,73392852;12,73392852;Online Payment;FALSCH;0;12,73392852;FALSCH;Standard;1;Snowy;Christmas Market;2;WAHR
1865;30.12.2018;20:22:04;485;65;Other;City_8;41;FALSCH;943;Food_Product;Food;1;76,84751762;76,84751762;Credit Card;FALSCH;0;76,84751762;WAHR;;;Snowy;None;1;FALSCH
1866;14.12.2022;02:41:29;220;48;Male;City_20;;WAHR;490;Clothing_Product;Clothing;1;14,75850702;14,75850702;Debit Card;WAHR;1,475850702;13,282656318;FALSCH;Standard;3;Rainy;Black Friday;4;WAHR
1867;08.11.2022;21:05:36;195;69;Female;City_11;;WAHR;215;Clothing_Product;Clothing;5;58,9756134;294,878067;Credit Card;FALSCH;0;294,878067;FALSCH;Overnight;1;Snowy;Christmas Market;4;WAHR
1868;30.12.2023;14:00:48;194;30;Male;City_3;;WAHR;413;Food_Product;Food;5;15,84000142;79,2000071;Online Payment;WAHR;0;79,2000071;WAHR;Standard;1;Rainy;None;1;WAHR
1869;13.12.2022;16:20:29;274;60;Male;City_14;;WAHR;529;Toys_Product;Toys;3;69,06499583;207,1949875;Credit Card;FALSCH;0;207,1949875;FALSCH;Express;4;Rainy;None;4;WAHR
1870;18.11.2022;09:20:07;48;65;Male;City_10;;WAHR;151;Decorations_Product;Decorations;4;87,8857292;351,5429168;Cash;FALSCH;0;351,5429168;WAHR;Express;2;Snowy;Christmas Market;5;FALSCH
1871;26.12.2023;21:39:12;123;62;Other;City_4;;WAHR;674;Food_Product;Food;3;55,65682954;166,9704886;Cash;FALSCH;0;166,9704886;WAHR;Express;4;Sunny;Christmas Market;5;FALSCH
1872;10.12.2020;07:42:04;454;27;Female;City_4;;WAHR;374;Decorations_Product;Decorations;4;87,45649318;349,8259727;Cash;WAHR;34,98259727;314,84337543;FALSCH;Overnight;2;Snowy;Black Friday;3;WAHR
1873;22.12.2018;05:22:56;249;62;Female;City_11;58;FALSCH;990;Food_Product;Food;3;35,21310281;105,6393084;Debit Card;FALSCH;10,56393084;95,07537756;WAHR;;;Rainy;Black Friday;1;FALSCH
1874;11.12.2018;15:19:17;132;69;Female;City_13;19;FALSCH;436;Decorations_Product;Decorations;2;38,58830761;77,17661521;Online Payment;FALSCH;7,717661521;69,458953689;WAHR;;;Sunny;Black Friday;5;FALSCH
1875;23.12.2018;18:40:56;464;61;Female;City_3;47;FALSCH;158;Clothing_Product;Clothing;5;53,82882314;269,1441157;Online Payment;WAHR;0;269,1441157;WAHR;;;Snowy;None;1;WAHR
1876;13.12.2019;09:44:38;197;21;Female;City_12;;WAHR;612;Toys_Product;Toys;1;82,49982324;82,49982324;Cash;WAHR;0;82,49982324;FALSCH;Express;1;Rainy;Christmas Market;3;WAHR
1877;20.11.2022;04:57:03;432;38;Male;City_2;;WAHR;618;Electronics_Product;Electronics;1;18,56597979;18,56597979;Online Payment;FALSCH;1,856597979;16,709381811;FALSCH;Express;5;Sunny;Black Friday;3;FALSCH
1878;09.12.2019;18:10:50;17;40;Other;City_15;46;FALSCH;481;Clothing_Product;Clothing;2;16,82221727;33,64443453;Credit Card;WAHR;3,364443453;30,279991077;WAHR;;;Rainy;Black Friday;3;WAHR
1879;11.11.2018;20:36:30;270;25;Female;City_13;72;FALSCH;125;Electronics_Product;Electronics;4;21,98813264;87,95253055;Credit Card;WAHR;8,795253055;79,157277495;FALSCH;;;Snowy;Black Friday;3;WAHR
1880;10.11.2018;18:37:22;24;45;Other;City_16;;WAHR;651;Electronics_Product;Electronics;1;45,04634239;45,04634239;Debit Card;WAHR;0;45,04634239;FALSCH;Express;2;Sunny;Christmas Market;2;WAHR
1881;16.12.2020;17:38:53;374;62;Other;City_8;36;FALSCH;978;Toys_Product;Toys;4;16,80987116;67,23948462;Online Payment;FALSCH;6,723948462;60,515536158;FALSCH;;;Snowy;Black Friday;5;FALSCH
1882;19.12.2019;19:03:56;434;22;Female;City_1;;WAHR;196;Electronics_Product;Electronics;3;29,53532763;88,6059829;Debit Card;WAHR;0;88,6059829;WAHR;Standard;5;Sunny;Christmas Market;4;FALSCH
1883;18.12.2021;06:12:12;84;57;Male;City_13;;WAHR;435;Food_Product;Food;1;35,04929997;35,04929997;Online Payment;WAHR;3,504929997;31,544369973;FALSCH;Overnight;5;Rainy;Black Friday;5;FALSCH
1884;11.11.2023;05:19:12;476;34;Other;City_8;;WAHR;470;Clothing_Product;Clothing;3;68,32063624;204,9619087;Debit Card;FALSCH;20,49619087;184,46571783;FALSCH;Standard;3;Snowy;Black Friday;1;FALSCH
1885;01.11.2023;21:10:18;132;39;Female;City_4;;WAHR;730;Electronics_Product;Electronics;5;89,03809204;445,1904602;Online Payment;FALSCH;44,51904602;400,67141418;WAHR;Express;2;Snowy;Black Friday;3;WAHR
1886;13.12.2020;14:18:45;229;39;Male;City_18;;WAHR;239;Toys_Product;Toys;3;43,9976862;131,9930586;Credit Card;FALSCH;13,19930586;118,79375274;WAHR;Overnight;3;Snowy;Black Friday;3;FALSCH
1887;17.11.2023;07:48:51;437;34;Other;City_15;41;FALSCH;439;Clothing_Product;Clothing;3;94,36783947;283,1035184;Online Payment;WAHR;28,31035184;254,79316656;FALSCH;;;Rainy;Black Friday;3;WAHR
1888;22.12.2022;03:10:36;187;47;Other;City_19;;WAHR;211;Toys_Product;Toys;3;47,19531369;141,5859411;Debit Card;WAHR;0;141,5859411;WAHR;Overnight;5;Rainy;Christmas Market;3;WAHR
1889;27.12.2020;19:09:31;414;64;Male;City_4;66;FALSCH;306;Food_Product;Food;1;42,23446691;42,23446691;Credit Card;FALSCH;0;42,23446691;FALSCH;;;Sunny;Christmas Market;5;WAHR
1890;27.12.2022;05:34:12;248;32;Male;City_20;;WAHR;705;Electronics_Product;Electronics;2;71,40592194;142,8118439;Credit Card;FALSCH;0;142,8118439;FALSCH;Express;1;Snowy;None;2;FALSCH
1891;18.12.2019;10:32:22;473;45;Female;City_12;;WAHR;224;Clothing_Product;Clothing;2;34,74037424;69,48074848;Online Payment;FALSCH;0;69,48074848;WAHR;Overnight;2;Sunny;Christmas Market;2;FALSCH
1892;30.12.2020;22:16:35;69;54;Female;City_1;60;FALSCH;427;Toys_Product;Toys;1;26,71852571;26,71852571;Online Payment;WAHR;2,671852571;24,046673139;WAHR;;;Snowy;Black Friday;4;WAHR
1893;07.12.2018;03:52:45;202;68;Other;City_15;29;FALSCH;178;Food_Product;Food;4;81,82959106;327,3183642;Online Payment;WAHR;32,73183642;294,58652778;FALSCH;;;Sunny;Black Friday;5;WAHR
1894;30.11.2020;15:40:28;115;39;Other;City_4;57;FALSCH;705;Food_Product;Food;3;82,42764876;247,2829463;Online Payment;FALSCH;0;247,2829463;WAHR;;;Rainy;None;4;WAHR
1895;22.11.2019;09:23:10;256;52;Female;City_17;35;FALSCH;903;Electronics_Product;Electronics;1;94,68168992;94,68168992;Cash;WAHR;9,468168992;85,213520928;FALSCH;;;Rainy;Black Friday;4;WAHR
1896;23.12.2019;04:40:36;67;65;Female;City_8;;WAHR;595;Decorations_Product;Decorations;2;30,25895055;60,5179011;Credit Card;WAHR;0;60,5179011;FALSCH;Overnight;5;Rainy;None;4;WAHR
1897;04.11.2020;06:51:44;50;54;Male;City_6;21;FALSCH;955;Electronics_Product;Electronics;2;31,47314784;62,94629568;Debit Card;WAHR;6,294629568;56,651666112;FALSCH;;;Sunny;Black Friday;2;WAHR
1898;27.12.2021;05:05:31;304;35;Female;City_4;96;FALSCH;151;Electronics_Product;Electronics;1;84,54227174;84,54227174;Online Payment;FALSCH;0;84,54227174;WAHR;;;Sunny;Christmas Market;1;FALSCH
1899;04.11.2023;05:03:24;46;69;Other;City_13;;WAHR;405;Food_Product;Food;5;10,563289;52,81644499;Debit Card;FALSCH;0;52,81644499;WAHR;Standard;1;Rainy;Christmas Market;1;WAHR
1900;29.12.2021;11:14:14;64;32;Other;City_15;98;FALSCH;904;Decorations_Product;Decorations;1;19,09311457;19,09311457;Debit Card;WAHR;0;19,09311457;FALSCH;;;Sunny;Christmas Market;1;WAHR
1901;01.11.2019;01:46:38;379;28;Male;City_6;;WAHR;833;Electronics_Product;Electronics;1;44,55726384;44,55726384;Online Payment;FALSCH;0;44,55726384;FALSCH;Standard;5;Snowy;None;3;FALSCH
1902;20.12.2019;06:37:42;307;57;Male;City_5;9;FALSCH;823;Clothing_Product;Clothing;2;69,08401004;138,1680201;Cash;WAHR;13,81680201;124,35121809;FALSCH;;;Sunny;Black Friday;3;FALSCH
1903;01.11.2023;09:25:27;147;39;Male;City_3;;WAHR;815;Clothing_Product;Clothing;2;11,24741189;22,49482378;Cash;WAHR;2,249482378;20,245341402;FALSCH;Standard;1;Snowy;Black Friday;2;WAHR
1904;15.12.2021;17:25:00;156;70;Other;City_2;95;FALSCH;86;Food_Product;Food;5;65,06946074;325,3473037;Debit Card;WAHR;0;325,3473037;FALSCH;;;Sunny;Christmas Market;2;FALSCH
1905;10.11.2019;04:47:13;388;55;Other;City_7;;WAHR;106;Electronics_Product;Electronics;5;64,85393967;324,2696983;Credit Card;WAHR;0;324,2696983;WAHR;Standard;2;Snowy;Christmas Market;5;WAHR
1906;29.11.2019;06:24:11;16;33;Female;City_9;;WAHR;614;Toys_Product;Toys;3;88,65222851;265,9566855;Debit Card;WAHR;26,59566855;239,36101695;FALSCH;Standard;2;Rainy;Black Friday;5;FALSCH
1907;18.12.2021;13:21:34;494;53;Male;City_13;60;FALSCH;177;Food_Product;Food;1;79,68770654;79,68770654;Debit Card;FALSCH;0;79,68770654;FALSCH;;;Snowy;None;1;WAHR
1908;02.11.2020;05:13:06;143;69;Other;City_16;13;FALSCH;223;Toys_Product;Toys;3;48,66922317;146,0076695;Online Payment;FALSCH;0;146,0076695;FALSCH;;;Sunny;Christmas Market;2;FALSCH
1909;16.12.2023;07:19:12;429;41;Male;City_18;;WAHR;898;Decorations_Product;Decorations;3;15,15721364;45,47164092;Credit Card;WAHR;0;45,47164092;WAHR;Express;5;Sunny;Christmas Market;4;WAHR
1910;24.12.2019;03:28:20;26;57;Male;City_14;58;FALSCH;924;Electronics_Product;Electronics;4;32,05864244;128,2345698;Online Payment;FALSCH;0;128,2345698;WAHR;;;Rainy;Christmas Market;4;FALSCH
1911;19.12.2022;05:00:17;91;43;Female;City_18;;WAHR;790;Decorations_Product;Decorations;2;24,16417572;48,32835145;Online Payment;WAHR;0;48,32835145;FALSCH;Express;5;Rainy;Christmas Market;5;WAHR
1912;26.11.2019;17:39:46;169;28;Female;City_17;;WAHR;79;Clothing_Product;Clothing;1;94,04159975;94,04159975;Cash;WAHR;9,404159975;84,637439775;FALSCH;Standard;5;Rainy;Black Friday;5;FALSCH
1913;17.11.2018;17:59:07;133;66;Male;City_9;;WAHR;108;Clothing_Product;Clothing;1;30,60482063;30,60482063;Cash;FALSCH;0;30,60482063;WAHR;Overnight;2;Rainy;None;3;FALSCH
1914;22.11.2021;15:19:44;321;19;Female;City_16;5;FALSCH;959;Food_Product;Food;3;32,34527473;97,03582419;Debit Card;WAHR;0;97,03582419;FALSCH;;;Rainy;None;5;WAHR
1915;22.11.2021;10:23:11;289;46;Male;City_18;;WAHR;18;Decorations_Product;Decorations;2;96,14216203;192,2843241;Online Payment;FALSCH;19,22843241;173,05589169;WAHR;Overnight;5;Rainy;Black Friday;3;WAHR
1916;05.11.2023;06:45:47;210;66;Male;City_20;;WAHR;122;Clothing_Product;Clothing;1;41,55110242;41,55110242;Cash;WAHR;4,155110242;37,395992178;FALSCH;Overnight;4;Snowy;Black Friday;5;FALSCH
1917;26.12.2021;15:24:03;130;34;Female;City_8;;WAHR;858;Toys_Product;Toys;1;40,68141411;40,68141411;Debit Card;WAHR;0;40,68141411;WAHR;Overnight;5;Sunny;Christmas Market;3;FALSCH
1918;27.12.2018;08:34:02;483;49;Male;City_2;;WAHR;890;Electronics_Product;Electronics;5;20,43812975;102,1906488;Online Payment;FALSCH;0;102,1906488;WAHR;Standard;4;Snowy;Christmas Market;1;WAHR
1919;06.11.2023;15:55:04;101;26;Female;City_3;84;FALSCH;891;Electronics_Product;Electronics;1;27,7264183;27,7264183;Online Payment;FALSCH;2,77264183;24,95377647;FALSCH;;;Rainy;Black Friday;4;WAHR
1920;27.12.2019;09:51:28;456;55;Other;City_16;14;FALSCH;18;Electronics_Product;Electronics;1;83,40356633;83,40356633;Cash;FALSCH;0;83,40356633;WAHR;;;Sunny;None;2;WAHR
1921;21.12.2020;16:02:56;9;70;Male;City_3;;WAHR;24;Clothing_Product;Clothing;4;80,8413261;323,3653044;Online Payment;WAHR;32,33653044;291,02877396;FALSCH;Overnight;2;Rainy;Black Friday;3;FALSCH
1922;17.12.2022;05:03:00;198;19;Female;City_14;90;FALSCH;235;Electronics_Product;Electronics;2;80,26755885;160,5351177;Debit Card;WAHR;0;160,5351177;FALSCH;;;Snowy;None;1;FALSCH
1923;01.11.2023;11:19:57;227;52;Male;City_2;;WAHR;708;Food_Product;Food;2;88,2893835;176,578767;Credit Card;FALSCH;0;176,578767;FALSCH;Express;3;Sunny;Christmas Market;1;FALSCH
1924;08.12.2022;07:35:34;183;65;Female;City_1;;WAHR;85;Toys_Product;Toys;2;16,73110735;33,46221471;Online Payment;WAHR;3,346221471;30,115993239;FALSCH;Overnight;1;Rainy;Black Friday;2;WAHR
1925;12.11.2020;13:46:17;306;27;Female;City_9;86;FALSCH;436;Clothing_Product;Clothing;1;50,63771413;50,63771413;Debit Card;FALSCH;0;50,63771413;WAHR;;;Sunny;Christmas Market;3;FALSCH
1926;18.12.2019;20:06:05;365;36;Male;City_5;;WAHR;27;Food_Product;Food;3;39,56480774;118,6944232;Cash;WAHR;0;118,6944232;FALSCH;Overnight;2;Snowy;None;2;WAHR
1927;22.12.2019;18:15:38;110;38;Female;City_5;;WAHR;115;Decorations_Product;Decorations;5;48,02240043;240,1120021;Online Payment;FALSCH;24,01120021;216,10080189;WAHR;Express;5;Sunny;Black Friday;5;WAHR
1928;11.11.2022;06:39:44;435;52;Female;City_7;69;FALSCH;642;Electronics_Product;Electronics;5;92,83476744;464,1738372;Credit Card;FALSCH;46,41738372;417,75645348;WAHR;;;Rainy;Black Friday;4;FALSCH
1929;14.12.2019;05:46:23;250;26;Other;City_2;62;FALSCH;28;Toys_Product;Toys;2;66,76383365;133,5276673;Credit Card;WAHR;13,35276673;120,17490057;WAHR;;;Rainy;Black Friday;1;FALSCH
1930;09.12.2018;16:35:17;381;57;Male;City_11;;WAHR;527;Toys_Product;Toys;2;48,79612654;97,59225307;Debit Card;FALSCH;0;97,59225307;FALSCH;Standard;1;Rainy;Christmas Market;4;FALSCH
1931;08.11.2018;06:54:56;319;57;Other;City_1;;WAHR;123;Clothing_Product;Clothing;3;72,21140121;216,6342036;Online Payment;FALSCH;21,66342036;194,97078324;WAHR;Express;5;Sunny;Black Friday;4;FALSCH
1932;29.11.2018;00:01:45;415;35;Female;City_10;76;FALSCH;467;Clothing_Product;Clothing;3;42,79799316;128,3939795;Online Payment;FALSCH;12,83939795;115,55458155;FALSCH;;;Snowy;Black Friday;1;FALSCH
1933;27.11.2018;10:17:12;134;35;Female;City_15;82;FALSCH;218;Decorations_Product;Decorations;3;36,92471525;110,7741458;Cash;WAHR;11,07741458;99,69673122;FALSCH;;;Rainy;Black Friday;5;FALSCH
1934;04.11.2018;22:28:22;30;35;Female;City_11;60;FALSCH;985;Electronics_Product;Electronics;1;71,46814266;71,46814266;Online Payment;FALSCH;0;71,46814266;WAHR;;;Rainy;None;1;FALSCH
1935;10.11.2021;23:13:17;199;62;Female;City_18;82;FALSCH;111;Decorations_Product;Decorations;5;15,82692402;79,1346201;Debit Card;WAHR;0;79,1346201;FALSCH;;;Snowy;None;5;WAHR
1936;09.11.2022;16:46:47;433;24;Other;City_6;;WAHR;756;Decorations_Product;Decorations;4;81,9201055;327,680422;Online Payment;FALSCH;32,7680422;294,9123798;WAHR;Overnight;1;Snowy;Black Friday;1;WAHR
1937;26.11.2021;08:13:18;252;64;Female;City_7;;WAHR;297;Electronics_Product;Electronics;5;26,995962;134,97981;Debit Card;FALSCH;13,497981;121,481829;WAHR;Standard;4;Snowy;Black Friday;2;FALSCH
1938;30.12.2020;21:40:29;154;65;Other;City_11;;WAHR;39;Clothing_Product;Clothing;4;62,07671009;248,3068404;Cash;FALSCH;24,83068404;223,47615636;FALSCH;Express;1;Sunny;Black Friday;2;FALSCH
1939;20.12.2021;23:49:19;484;44;Male;City_18;;WAHR;446;Food_Product;Food;3;89,58782199;268,763466;Online Payment;FALSCH;0;268,763466;FALSCH;Overnight;1;Snowy;Christmas Market;2;WAHR
1940;09.12.2020;20:20:19;4;20;Male;City_7;94;FALSCH;349;Electronics_Product;Electronics;4;46,78612557;187,1445023;Cash;FALSCH;18,71445023;168,43005207;WAHR;;;Snowy;Black Friday;4;FALSCH
1941;22.12.2019;19:12:14;279;64;Female;City_15;93;FALSCH;314;Decorations_Product;Decorations;2;42,30400739;84,60801478;Debit Card;WAHR;0;84,60801478;FALSCH;;;Sunny;None;2;WAHR
